11
5/29/2024 6:21 PM
Wavelength (nm)	10mm Absorbance
581.0	2.230
581.5	2.217
582.0	2.208
582.5	2.203
583.0	2.197
583.5	2.190
584.0	2.183
584.5	2.170
585.0	2.158
585.5	2.147
586.0	2.133
586.5	2.115
587.0	2.105
587.5	2.097
588.0	2.092
588.5	2.083
589.0	2.072
589.5	2.058
590.0	2.048
590.5	2.037
591.0	2.028
591.5	2.021
592.0	2.017
592.5	2.011
593.0	2.010
593.5	2.000
594.0	1.990
594.5	1.974
595.0	1.959
595.5	1.939
596.0	1.919
596.5	1.903
597.0	1.887
597.5	1.879
598.0	1.874
598.5	1.868
599.0	1.867
599.5	1.856
600.0	1.843
600.5	1.828
601.0	1.819
601.5	1.811
602.0	1.799
602.5	1.786
603.0	1.771
603.5	1.754
604.0	1.741
604.5	1.723
605.0	1.707
605.5	1.696
606.0	1.694
606.5	1.694
607.0	1.688
607.5	1.671
608.0	1.654
608.5	1.637
609.0	1.618
609.5	1.605
610.0	1.594
610.5	1.584
611.0	1.576
611.5	1.567
612.0	1.550
612.5	1.535
613.0	1.524
613.5	1.510
614.0	1.499
614.5	1.486
615.0	1.471
615.5	1.455
616.0	1.439
616.5	1.423
617.0	1.409
617.5	1.399
618.0	1.386
618.5	1.380
619.0	1.371
619.5	1.355
620.0	1.346
620.5	1.327
621.0	1.314
621.5	1.302
622.0	1.293
622.5	1.270
623.0	1.257
623.5	1.250
624.0	1.238
624.5	1.228
625.0	1.228
625.5	1.223
626.0	1.217
626.5	1.207
627.0	1.191
627.5	1.171
628.0	1.158
628.5	1.145
629.0	1.128
629.5	1.112
630.0	1.109
630.5	1.109
631.0	1.105
631.5	1.100
632.0	1.093
632.5	1.088
633.0	1.081
633.5	1.077
634.0	1.066
634.5	1.055
635.0	1.051
635.5	1.047
636.0	1.048
636.5	1.044
637.0	1.038
637.5	1.030
638.0	1.016
638.5	1.005
639.0	0.990
639.5	0.978
640.0	0.971
640.5	0.973
641.0	0.977
641.5	0.973
642.0	0.969
642.5	0.969
643.0	0.965
643.5	0.961
644.0	0.951
644.5	0.947
645.0	0.941
645.5	0.937
646.0	0.922
646.5	0.909
647.0	0.899
647.5	0.897
648.0	0.890
648.5	0.888
649.0	0.889
649.5	0.888
650.0	0.881
650.5	0.873
651.0	0.864
651.5	0.860
652.0	0.857
652.5	0.851
653.0	0.841
653.5	0.846
654.0	0.849
654.5	0.850
655.0	0.850
655.5	0.856
656.0	0.864
656.5	0.863
657.0	0.863
657.5	0.860
658.0	0.847
658.5	0.840
659.0	0.828
659.5	0.822
660.0	0.814
660.5	0.810
661.0	0.807
661.5	0.805
662.0	0.807
662.5	0.810
663.0	0.809
663.5	0.811
664.0	0.815
664.5	0.812
665.0	0.801
665.5	0.793
666.0	0.785
666.5	0.777
667.0	0.770
667.5	0.765
668.0	0.759
668.5	0.771
669.0	0.781
669.5	0.775
670.0	0.776
670.5	0.780
671.0	0.786
671.5	0.788
672.0	0.784
672.5	0.779
673.0	0.767
673.5	0.764
674.0	0.754
674.5	0.747
675.0	0.753
675.5	0.754
676.0	0.757
676.5	0.758
677.0	0.752
677.5	0.750
678.0	0.741
678.5	0.741
679.0	0.740
679.5	0.751
680.0	0.761
680.5	0.761
681.0	0.760
681.5	0.754
682.0	0.743
682.5	0.728
683.0	0.722
683.5	0.721
684.0	0.721
684.5	0.721
685.0	0.720
685.5	0.717
686.0	0.718
686.5	0.713
687.0	0.702
687.5	0.695
688.0	0.695
688.5	0.691
689.0	0.686
689.5	0.680
690.0	0.675
690.5	0.673
691.0	0.675
691.5	0.677
692.0	0.672
692.5	0.679
693.0	0.679
693.5	0.683
694.0	0.692
694.5	0.696
695.0	0.699
695.5	0.699
696.0	0.700
696.5	0.699
697.0	0.685
697.5	0.679
698.0	0.671
698.5	0.669
699.0	0.666
699.5	0.660
700.0	0.663
700.5	0.659
701.0	0.658
701.5	0.656
702.0	0.652
702.5	0.645
703.0	0.637
703.5	0.626
704.0	0.625
704.5	0.624
705.0	0.624
705.5	0.619
706.0	0.624
706.5	0.634
707.0	0.637
707.5	0.636
708.0	0.642
708.5	0.643
709.0	0.649
709.5	0.647
710.0	0.641
710.5	0.637
711.0	0.641
711.5	0.636
712.0	0.633
712.5	0.626
713.0	0.620
713.5	0.615
714.0	0.611
714.5	0.603
715.0	0.600
715.5	0.610
716.0	0.619
716.5	0.628
717.0	0.635
717.5	0.638
718.0	0.643
718.5	0.647
719.0	0.639
719.5	0.629
720.0	0.618
720.5	0.620
721.0	0.620
721.5	0.620
722.0	0.621
722.5	0.636
723.0	0.644
723.5	0.652
724.0	0.657
724.5	0.654
725.0	0.650
725.5	0.651
726.0	0.645
726.5	0.634
727.0	0.622
727.5	0.611
728.0	0.595
728.5	0.584
729.0	0.586
729.5	0.578
730.0	0.579
730.5	0.579
731.0	0.581
731.5	0.583
732.0	0.580
732.5	0.580
733.0	0.581
733.5	0.583
734.0	0.590
734.5	0.589
735.0	0.592
735.5	0.592
736.0	0.599
736.5	0.602
737.0	0.604
737.5	0.604
738.0	0.604
738.5	0.597
739.0	0.592
739.5	0.592
740.0	0.588
740.5	0.581
741.0	0.581
741.5	0.578
742.0	0.580
742.5	0.585
743.0	0.583
743.5	0.582
744.0	0.591
744.5	0.594
745.0	0.590
745.5	0.580
746.0	0.568
746.5	0.555
747.0	0.542
747.5	0.537
748.0	0.532
748.5	0.545
749.0	0.570
749.5	0.585
750.0	0.599
750.5	0.610
751.0	0.606
751.5	0.590
752.0	0.563
752.5	0.542
753.0	0.521
753.5	0.515
754.0	0.518
754.5	0.524
755.0	0.538
755.5	0.552
756.0	0.552
756.5	0.541
757.0	0.533
757.5	0.531
758.0	0.524
758.5	0.523
759.0	0.530
759.5	0.549
760.0	0.566
760.5	0.573
761.0	0.566
761.5	0.550
762.0	0.538
762.5	0.524
763.0	0.498
763.5	0.478
764.0	0.477
764.5	0.483
765.0	0.493
765.5	0.512
766.0	0.524
766.5	0.532
767.0	0.549
767.5	0.563
768.0	0.566
768.5	0.570
769.0	0.573
769.5	0.574
770.0	0.575
770.5	0.571
771.0	0.559
771.5	0.551
772.0	0.558
772.5	0.564
773.0	0.563
773.5	0.564
774.0	0.569
774.5	0.582
775.0	0.583
775.5	0.578
776.0	0.570
776.5	0.564
777.0	0.562
777.5	0.554
778.0	0.545
778.5	0.541
779.0	0.540
779.5	0.538
780.0	0.534
780.5	0.534
781.0	0.532
781.5	0.534
782.0	0.532
782.5	0.535
783.0	0.537
783.5	0.537
784.0	0.531
784.5	0.529
785.0	0.533
785.5	0.538
786.0	0.545
786.5	0.550
787.0	0.554
787.5	0.553
788.0	0.544
788.5	0.538
789.0	0.527
789.5	0.522
790.0	0.516
790.5	0.514
791.0	0.532
791.5	0.542
792.0	0.544
792.5	0.541
793.0	0.542
793.5	0.533
794.0	0.523
794.5	0.512
795.0	0.517
795.5	0.521
796.0	0.544
796.5	0.544
797.0	0.541
797.5	0.544
798.0	0.546
798.5	0.531
799.0	0.518
799.5	0.503
800.0	0.504
800.5	0.500
801.0	0.500
801.5	0.496
802.0	0.508
802.5	0.519
803.0	0.527
803.5	0.533
804.0	0.534
804.5	0.537
805.0	0.545
805.5	0.542
806.0	0.535
806.5	0.532
807.0	0.541
807.5	0.539
808.0	0.534
808.5	0.533
809.0	0.528
809.5	0.521
810.0	0.503
810.5	0.483
811.0	0.480
811.5	0.486
812.0	0.507
812.5	0.536
813.0	0.540
813.5	0.541
814.0	0.534
814.5	0.513
815.0	0.480
815.5	0.451
816.0	0.449
816.5	0.450
817.0	0.466
817.5	0.499
818.0	0.512
818.5	0.534
819.0	0.544
819.5	0.544
820.0	0.537
820.5	0.524
821.0	0.522
821.5	0.500
822.0	0.481
822.5	0.476
823.0	0.471
823.5	0.468
824.0	0.467
824.5	0.480
825.0	0.493
825.5	0.507
826.0	0.513
826.5	0.503
827.0	0.490
827.5	0.485
828.0	0.480
828.5	0.476
829.0	0.485
829.5	0.497
830.0	0.508
830.5	0.507
831.0	0.498
831.5	0.495
832.0	0.492
832.5	0.480
833.0	0.470
833.5	0.462
834.0	0.468
834.5	0.482
835.0	0.491
835.5	0.487
836.0	0.494
836.5	0.504
837.0	0.504
837.5	0.488
838.0	0.477
838.5	0.471
839.0	0.470
839.5	0.476
840.0	0.482
840.5	0.492
841.0	0.505
841.5	0.519
842.0	0.530
842.5	0.547
843.0	0.565
843.5	0.552
844.0	0.544
844.5	0.537
845.0	0.526
845.5	0.519
846.0	0.512
846.5	0.496
847.0	0.493
847.5	0.501
848.0	0.504
848.5	0.477
849.0	0.465
849.5	0.462
850.0	0.433


52
5/29/2024 6:53 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.34667	
//WLCalib: 261S 	-0.23000	
//WLCalib: 362S 	-0.96000	
//WLCalib: 484S 	-0.30000	
//WLCalib: 529S 	-0.11000	
//WLCalib: 823S 	-0.54000	
//QSpecEnd: 
190.0	5.183
190.5	5.363
191.0	5.607
191.5	5.938
192.0	6.084
192.5	6.129
193.0	6.034
193.5	6.105
194.0	6.226
194.5	6.375
195.0	6.584
195.5	6.886
196.0	7.266
196.5	7.530
197.0	7.688
197.5	7.894
198.0	8.037
198.5	8.262
199.0	8.469
199.5	8.843
200.0	9.177
200.5	9.651
201.0	10.102
201.5	10.597
202.0	11.188
202.5	11.781
203.0	12.367
203.5	12.911
204.0	13.415
204.5	13.811
205.0	14.104
205.5	14.359
206.0	14.524
206.5	14.698
207.0	14.786
207.5	14.876
208.0	15.021
208.5	15.115
209.0	15.211
209.5	15.297
210.0	15.364
210.5	15.442
211.0	15.586
211.5	15.668
212.0	15.682
212.5	15.710
213.0	15.745
213.5	15.747
214.0	15.779
214.5	15.837
215.0	15.871
215.5	16.024
216.0	16.214
216.5	16.343
217.0	16.558
217.5	16.798
218.0	17.085
218.5	17.398
219.0	17.768
219.5	18.251
220.0	18.592
220.5	19.032
221.0	19.309
221.5	19.635
222.0	20.007
222.5	20.191
223.0	20.155
223.5	20.291
224.0	20.585
224.5	20.907
225.0	20.937
225.5	20.983
226.0	20.779
226.5	20.804
227.0	20.689
227.5	20.328
228.0	19.873
228.5	19.719
229.0	19.514
229.5	19.252
230.0	18.877
230.5	18.517
231.0	18.126
231.5	17.823
232.0	17.443
232.5	16.956
233.0	16.477
233.5	16.054
234.0	15.583
234.5	15.190
235.0	14.829
235.5	14.521
236.0	14.194
236.5	13.907
237.0	13.624
237.5	13.329
238.0	13.031
238.5	12.756
239.0	12.467
239.5	12.187
240.0	11.930
240.5	11.690
241.0	11.466
241.5	11.294
242.0	11.147
242.5	11.014
243.0	10.899
243.5	10.796
244.0	10.701
244.5	10.581
245.0	10.443
245.5	10.283
246.0	10.126
246.5	9.979
247.0	9.864
247.5	9.774
248.0	9.702
248.5	9.632
249.0	9.572
249.5	9.485
250.0	9.382
250.5	9.286
251.0	9.187
251.5	9.098
252.0	9.018
252.5	8.951
253.0	8.901
253.5	8.853
254.0	8.791
254.5	8.725
255.0	8.663
255.5	8.584
256.0	8.512
256.5	8.439
257.0	8.358
257.5	8.303
258.0	8.250
258.5	8.201
259.0	8.152
259.5	8.120
260.0	8.085
260.5	8.045
261.0	8.017
261.5	7.986
262.0	7.962
262.5	7.944
263.0	7.908
263.5	7.881
264.0	7.839
264.5	7.807
265.0	7.770
265.5	7.741
266.0	7.711
266.5	7.693
267.0	7.689
267.5	7.663
268.0	7.647
268.5	7.648
269.0	7.630
269.5	7.617
270.0	7.588
270.5	7.569
271.0	7.540
271.5	7.504
272.0	7.466
272.5	7.411
273.0	7.376
273.5	7.339
274.0	7.307
274.5	7.274
275.0	7.238
275.5	7.204
276.0	7.168
276.5	7.133
277.0	7.098
277.5	7.055
278.0	7.005
278.5	6.946
279.0	6.895
279.5	6.830
280.0	6.762
280.5	6.686
281.0	6.608
281.5	6.534
282.0	6.472
282.5	6.398
283.0	6.331
283.5	6.257
284.0	6.201
284.5	6.148
285.0	6.091
285.5	6.026
286.0	5.968
286.5	5.916
287.0	5.866
287.5	5.808
288.0	5.756
288.5	5.702
289.0	5.648
289.5	5.591
290.0	5.531
290.5	5.475
291.0	5.429
291.5	5.373
292.0	5.322
292.5	5.273
293.0	5.225
293.5	5.175
294.0	5.129
294.5	5.085
295.0	5.041
295.5	5.004
296.0	4.960
296.5	4.916
297.0	4.876
297.5	4.838
298.0	4.804
298.5	4.777
299.0	4.741
299.5	4.705
300.0	4.669
300.5	4.632
301.0	4.596
301.5	4.564
302.0	4.534
302.5	4.503
303.0	4.483
303.5	4.460
304.0	4.427
304.5	4.407
305.0	4.385
305.5	4.362
306.0	4.344
306.5	4.327
307.0	4.307
307.5	4.288
308.0	4.266
308.5	4.242
309.0	4.219
309.5	4.201
310.0	4.186
310.5	4.175
311.0	4.164
311.5	4.149
312.0	4.143
312.5	4.133
313.0	4.119
313.5	4.106
314.0	4.091
314.5	4.075
315.0	4.065
315.5	4.061
316.0	4.043
316.5	4.027
317.0	4.023
317.5	4.012
318.0	4.004
318.5	3.991
319.0	3.980
319.5	3.966
320.0	3.958
320.5	3.953
321.0	3.941
321.5	3.929
322.0	3.919
322.5	3.906
323.0	3.893
323.5	3.880
324.0	3.872
324.5	3.857
325.0	3.846
325.5	3.835
326.0	3.824
326.5	3.808
327.0	3.787
327.5	3.770
328.0	3.758
328.5	3.748
329.0	3.739
329.5	3.726
330.0	3.711
330.5	3.692
331.0	3.663
331.5	3.632
332.0	3.598
332.5	3.578
333.0	3.554
333.5	3.535
334.0	3.515
334.5	3.500
335.0	3.473
335.5	3.440
336.0	3.406
336.5	3.375
337.0	3.351
337.5	3.331
338.0	3.308
338.5	3.285
339.0	3.250
339.5	3.218
340.0	3.174
340.5	3.138
341.0	3.104
341.5	3.067
342.0	3.038
342.5	3.007
343.0	2.980
343.5	2.947
344.0	2.905
344.5	2.865
345.0	2.828
345.5	2.796
346.0	2.757
346.5	2.717
347.0	2.679
347.5	2.647
348.0	2.619
348.5	2.588
349.0	2.552
349.5	2.518
350.0	2.489
350.5	2.457
351.0	2.422
351.5	2.384
352.0	2.350
352.5	2.320
353.0	2.287
353.5	2.257
354.0	2.226
354.5	2.192
355.0	2.166
355.5	2.140
356.0	2.110
356.5	2.079
357.0	2.052
357.5	2.022
358.0	1.996
358.5	1.969
359.0	1.941
359.5	1.912
360.0	1.885
360.5	1.862
361.0	1.838
361.5	1.813
362.0	1.792
362.5	1.773
363.0	1.756
363.5	1.737
364.0	1.716
364.5	1.698
365.0	1.680
365.5	1.664
366.0	1.648
366.5	1.628
367.0	1.612
367.5	1.598
368.0	1.581
368.5	1.563
369.0	1.542
369.5	1.527
370.0	1.512
370.5	1.498
371.0	1.489
371.5	1.475
372.0	1.460
372.5	1.450
373.0	1.437
373.5	1.425
374.0	1.413
374.5	1.402
375.0	1.392
375.5	1.386
376.0	1.381
376.5	1.368
377.0	1.348
377.5	1.339
378.0	1.327
378.5	1.316
379.0	1.305
379.5	1.301
380.0	1.295
380.5	1.289
381.0	1.283
381.5	1.275
382.0	1.255
382.5	1.242
383.0	1.231
383.5	1.222
384.0	1.210
384.5	1.206
385.0	1.196
385.5	1.191
386.0	1.187
386.5	1.185
387.0	1.175
387.5	1.166
388.0	1.167
388.5	1.162
389.0	1.154
389.5	1.153
390.0	1.149
390.5	1.142
391.0	1.136
391.5	1.133
392.0	1.125
392.5	1.110
393.0	1.104
393.5	1.098
394.0	1.096
394.5	1.095
395.0	1.093
395.5	1.087
396.0	1.086
396.5	1.083
397.0	1.077
397.5	1.069
398.0	1.066
398.5	1.064
399.0	1.062
399.5	1.054
400.0	1.048
400.5	1.036
401.0	1.029
401.5	1.023
402.0	1.016
402.5	1.010
403.0	1.010
403.5	1.008
404.0	1.006
404.5	1.001
405.0	0.997
405.5	0.992
406.0	0.991
406.5	0.989
407.0	0.984
407.5	0.978
408.0	0.978
408.5	0.969
409.0	0.965
409.5	0.961
410.0	0.954
410.5	0.952
411.0	0.948
411.5	0.946
412.0	0.944
412.5	0.940
413.0	0.939
413.5	0.931
414.0	0.925
414.5	0.922
415.0	0.918
415.5	0.915
416.0	0.913
416.5	0.908
417.0	0.902
417.5	0.895
418.0	0.888
418.5	0.880
419.0	0.875
419.5	0.873
420.0	0.871
420.5	0.868
421.0	0.869
421.5	0.866
422.0	0.863
422.5	0.861
423.0	0.859
423.5	0.854
424.0	0.850
424.5	0.846
425.0	0.842
425.5	0.841
426.0	0.842
426.5	0.842
427.0	0.843
427.5	0.844
428.0	0.843
428.5	0.840
429.0	0.837
429.5	0.836
430.0	0.833
430.5	0.832
431.0	0.828
431.5	0.825
432.0	0.822
432.5	0.817
433.0	0.810
433.5	0.805
434.0	0.799
434.5	0.797
435.0	0.795
435.5	0.795
436.0	0.795
436.5	0.796
437.0	0.799
437.5	0.800
438.0	0.798
438.5	0.792
439.0	0.786
439.5	0.781
440.0	0.777
440.5	0.768
441.0	0.765
441.5	0.762
442.0	0.762
442.5	0.761
443.0	0.764
443.5	0.767
444.0	0.771
444.5	0.769
445.0	0.768
445.5	0.765
446.0	0.761
446.5	0.756
447.0	0.748
447.5	0.745
448.0	0.748
448.5	0.747
449.0	0.749
449.5	0.741
450.0	0.741
450.5	0.739
451.0	0.733
451.5	0.728
452.0	0.725
452.5	0.725
453.0	0.723
453.5	0.721
454.0	0.723
454.5	0.719
455.0	0.720
455.5	0.719
456.0	0.713
456.5	0.707
457.0	0.707
457.5	0.706
458.0	0.703
458.5	0.705
459.0	0.706
459.5	0.702
460.0	0.701
460.5	0.701
461.0	0.695
461.5	0.694
462.0	0.697
462.5	0.697
463.0	0.698
463.5	0.696
464.0	0.696
464.5	0.694
465.0	0.693
465.5	0.695
466.0	0.693
466.5	0.691
467.0	0.685
467.5	0.678
468.0	0.672
468.5	0.668
469.0	0.672
469.5	0.675
470.0	0.677
470.5	0.681
471.0	0.682
471.5	0.684
472.0	0.679
472.5	0.672
473.0	0.666
473.5	0.662
474.0	0.664
474.5	0.666
475.0	0.666
475.5	0.665
476.0	0.668
476.5	0.675
477.0	0.677
477.5	0.676
478.0	0.672
478.5	0.667
479.0	0.663
479.5	0.662
480.0	0.657
480.5	0.649
481.0	0.648
481.5	0.648
482.0	0.646
482.5	0.643
483.0	0.642
483.5	0.641
484.0	0.641
484.5	0.642
485.0	0.639
485.5	0.637
486.0	0.637
486.5	0.635
487.0	0.628
487.5	0.626
488.0	0.629
488.5	0.630
489.0	0.632
489.5	0.639
490.0	0.639
490.5	0.639
491.0	0.637
491.5	0.636
492.0	0.633
492.5	0.631
493.0	0.629
493.5	0.627
494.0	0.630
494.5	0.639
495.0	0.638
495.5	0.638
496.0	0.638
496.5	0.639
497.0	0.638
497.5	0.639
498.0	0.633
498.5	0.629
499.0	0.633
499.5	0.636
500.0	0.632
500.5	0.629
501.0	0.627
501.5	0.625
502.0	0.625
502.5	0.626
503.0	0.620
503.5	0.617
504.0	0.622
504.5	0.620
505.0	0.619
505.5	0.617
506.0	0.615
506.5	0.615
507.0	0.618
507.5	0.618
508.0	0.618
508.5	0.618
509.0	0.620
509.5	0.618
510.0	0.623
510.5	0.622
511.0	0.620
511.5	0.623
512.0	0.623
512.5	0.623
513.0	0.623
513.5	0.619
514.0	0.615
514.5	0.613
515.0	0.612
515.5	0.612
516.0	0.613
516.5	0.614
517.0	0.613
517.5	0.611
518.0	0.609
518.5	0.605
519.0	0.602
519.5	0.606
520.0	0.604
520.5	0.609
521.0	0.608
521.5	0.611
522.0	0.613
522.5	0.611
523.0	0.611
523.5	0.608
524.0	0.608
524.5	0.611
525.0	0.612
525.5	0.612
526.0	0.613
526.5	0.616
527.0	0.616
527.5	0.618
528.0	0.617
528.5	0.618
529.0	0.620
529.5	0.618
530.0	0.615
530.5	0.611
531.0	0.606
531.5	0.604
532.0	0.596
532.5	0.593
533.0	0.592
533.5	0.595
534.0	0.600
534.5	0.603
535.0	0.605
535.5	0.610
536.0	0.612
536.5	0.616
537.0	0.612
537.5	0.607
538.0	0.605
538.5	0.600
539.0	0.598
539.5	0.597
540.0	0.592
540.5	0.593
541.0	0.591
541.5	0.589
542.0	0.587
542.5	0.586
543.0	0.590
543.5	0.589
544.0	0.592
544.5	0.596
545.0	0.598
545.5	0.603
546.0	0.604
546.5	0.603
547.0	0.605
547.5	0.610
548.0	0.618
548.5	0.622
549.0	0.625
549.5	0.620
550.0	0.617
550.5	0.611
551.0	0.600
551.5	0.589
552.0	0.585
552.5	0.584
553.0	0.586
553.5	0.586
554.0	0.588
554.5	0.590
555.0	0.593
555.5	0.594
556.0	0.591
556.5	0.590
557.0	0.589
557.5	0.589
558.0	0.585
558.5	0.578
559.0	0.579
559.5	0.576
560.0	0.575
560.5	0.577
561.0	0.572
561.5	0.570
562.0	0.571
562.5	0.575
563.0	0.574
563.5	0.572
564.0	0.571
564.5	0.564
565.0	0.570
565.5	0.568
566.0	0.565
566.5	0.571
567.0	0.578
567.5	0.582
568.0	0.584
568.5	0.588
569.0	0.587
569.5	0.590
570.0	0.595
570.5	0.587
571.0	0.585
571.5	0.581
572.0	0.575
572.5	0.566
573.0	0.563
573.5	0.559
574.0	0.554
574.5	0.556
575.0	0.550
575.5	0.551
576.0	0.551
576.5	0.549
577.0	0.551
577.5	0.554
578.0	0.559
578.5	0.560
579.0	0.562
579.5	0.559
580.0	0.554
580.5	0.559
581.0	0.557
581.5	0.552
582.0	0.552
582.5	0.556
583.0	0.561
583.5	0.563
584.0	0.567
584.5	0.562
585.0	0.558
585.5	0.558
586.0	0.550
586.5	0.544
587.0	0.544
587.5	0.542
588.0	0.542
588.5	0.540
589.0	0.539
589.5	0.538
590.0	0.540
590.5	0.544
591.0	0.546
591.5	0.550
592.0	0.555
592.5	0.562
593.0	0.567
593.5	0.572
594.0	0.575
594.5	0.568
595.0	0.562
595.5	0.551
596.0	0.535
596.5	0.525
597.0	0.520
597.5	0.519
598.0	0.522
598.5	0.530
599.0	0.539
599.5	0.539
600.0	0.539
600.5	0.538
601.0	0.541
601.5	0.544
602.0	0.545
602.5	0.538
603.0	0.536
603.5	0.534
604.0	0.533
604.5	0.530
605.0	0.528
605.5	0.532
606.0	0.543
606.5	0.552
607.0	0.559
607.5	0.553
608.0	0.547
608.5	0.543
609.0	0.536
609.5	0.536
610.0	0.532
610.5	0.535
611.0	0.537
611.5	0.542
612.0	0.542
612.5	0.538
613.0	0.536
613.5	0.541
614.0	0.544
614.5	0.546
615.0	0.542
615.5	0.537
616.0	0.528
616.5	0.522
617.0	0.520
617.5	0.517
618.0	0.515
618.5	0.517
619.0	0.519
619.5	0.517
620.0	0.513
620.5	0.508
621.0	0.504
621.5	0.504
622.0	0.506
622.5	0.500
623.0	0.499
623.5	0.500
624.0	0.500
624.5	0.501
625.0	0.508
625.5	0.513
626.0	0.510
626.5	0.507
627.0	0.498
627.5	0.492
628.0	0.490
628.5	0.488
629.0	0.484
629.5	0.483
630.0	0.490
630.5	0.491
631.0	0.490
631.5	0.488
632.0	0.486
632.5	0.487
633.0	0.486
633.5	0.489
634.0	0.488
634.5	0.488
635.0	0.497
635.5	0.504
636.0	0.518
636.5	0.523
637.0	0.524
637.5	0.521
638.0	0.512
638.5	0.506
639.0	0.497
639.5	0.487
640.0	0.486
640.5	0.486
641.0	0.493
641.5	0.488
642.0	0.486
642.5	0.491
643.0	0.491
643.5	0.497
644.0	0.506
644.5	0.510
645.0	0.513
645.5	0.510
646.0	0.500
646.5	0.492
647.0	0.485
647.5	0.484
648.0	0.475
648.5	0.477
649.0	0.484
649.5	0.484
650.0	0.479
650.5	0.475
651.0	0.468
651.5	0.470
652.0	0.471
652.5	0.471
653.0	0.469
653.5	0.474
654.0	0.476
654.5	0.477
655.0	0.479
655.5	0.484
656.0	0.486
656.5	0.485
657.0	0.490
657.5	0.493
658.0	0.489
658.5	0.484
659.0	0.475
659.5	0.469
660.0	0.468
660.5	0.461
661.0	0.457
661.5	0.455
662.0	0.458
662.5	0.460
663.0	0.466
663.5	0.470
664.0	0.474
664.5	0.470
665.0	0.467
665.5	0.459
666.0	0.458
666.5	0.456
667.0	0.449
667.5	0.449
668.0	0.449
668.5	0.456
669.0	0.458
669.5	0.454
670.0	0.460
670.5	0.470
671.0	0.483
671.5	0.492
672.0	0.496
672.5	0.501
673.0	0.491
673.5	0.479
674.0	0.466
674.5	0.456
675.0	0.457
675.5	0.462
676.0	0.468
676.5	0.474
677.0	0.476
677.5	0.478
678.0	0.472
678.5	0.469
679.0	0.470
679.5	0.477
680.0	0.489
680.5	0.496
681.0	0.494
681.5	0.493
682.0	0.485
682.5	0.475
683.0	0.468
683.5	0.466
684.0	0.465
684.5	0.462
685.0	0.466
685.5	0.455
686.0	0.446
686.5	0.437
687.0	0.424
687.5	0.419
688.0	0.424
688.5	0.428
689.0	0.434
689.5	0.440
690.0	0.445
690.5	0.439
691.0	0.438
691.5	0.441
692.0	0.435
692.5	0.439
693.0	0.443
693.5	0.446
694.0	0.460
694.5	0.470
695.0	0.474
695.5	0.471
696.0	0.472
696.5	0.471
697.0	0.463
697.5	0.459
698.0	0.455
698.5	0.451
699.0	0.448
699.5	0.445
700.0	0.445
700.5	0.437
701.0	0.434
701.5	0.434
702.0	0.442
702.5	0.444
703.0	0.445
703.5	0.443
704.0	0.442
704.5	0.442
705.0	0.441
705.5	0.437
706.0	0.435
706.5	0.443
707.0	0.449
707.5	0.447
708.0	0.449
708.5	0.446
709.0	0.446
709.5	0.439
710.0	0.436
710.5	0.435
711.0	0.437
711.5	0.444
712.0	0.447
712.5	0.440
713.0	0.435
713.5	0.429
714.0	0.426
714.5	0.417
715.0	0.416
715.5	0.420
716.0	0.426
716.5	0.429
717.0	0.434
717.5	0.434
718.0	0.444
718.5	0.451
719.0	0.452
719.5	0.450
720.0	0.447
720.5	0.444
721.0	0.448
721.5	0.443
722.0	0.446
722.5	0.454
723.0	0.462
723.5	0.473
724.0	0.479
724.5	0.481
725.0	0.470
725.5	0.468
726.0	0.465
726.5	0.453
727.0	0.442
727.5	0.436
728.0	0.430
728.5	0.421
729.0	0.418
729.5	0.414
730.0	0.412
730.5	0.418
731.0	0.426
731.5	0.433
732.0	0.439
732.5	0.447
733.0	0.445
733.5	0.435
734.0	0.426
734.5	0.423
735.0	0.426
735.5	0.431
736.0	0.440
736.5	0.444
737.0	0.451
737.5	0.456
738.0	0.459
738.5	0.458
739.0	0.447
739.5	0.451
740.0	0.446
740.5	0.438
741.0	0.435
741.5	0.422
742.0	0.415
742.5	0.419
743.0	0.419
743.5	0.420
744.0	0.425
744.5	0.432
745.0	0.424
745.5	0.417
746.0	0.414
746.5	0.402
747.0	0.392
747.5	0.392
748.0	0.386
748.5	0.401
749.0	0.422
749.5	0.435
750.0	0.441
750.5	0.450
751.0	0.456
751.5	0.447
752.0	0.431
752.5	0.413
753.0	0.388
753.5	0.384
754.0	0.378
754.5	0.374
755.0	0.379
755.5	0.393
756.0	0.399
756.5	0.397
757.0	0.398
757.5	0.395
758.0	0.386
758.5	0.387
759.0	0.387
759.5	0.398
760.0	0.418
760.5	0.435
761.0	0.439
761.5	0.431
762.0	0.428
762.5	0.411
763.0	0.381
763.5	0.360
764.0	0.348
764.5	0.352
765.0	0.363
765.5	0.374
766.0	0.387
766.5	0.396
767.0	0.417
767.5	0.422
768.0	0.418
768.5	0.414
769.0	0.416
769.5	0.423
770.0	0.424
770.5	0.409
771.0	0.398
771.5	0.398
772.0	0.408
772.5	0.410
773.0	0.407
773.5	0.409
774.0	0.424
774.5	0.439
775.0	0.441
775.5	0.433
776.0	0.429
776.5	0.425
777.0	0.418
777.5	0.401
778.0	0.388
778.5	0.385
779.0	0.390
779.5	0.396
780.0	0.391
780.5	0.392
781.0	0.391
781.5	0.390
782.0	0.385
782.5	0.391
